location,date,vaccine,total_vaccinations
European Union,2023-05-07,Covaxin,169
European Union,2023-05-07,Johnson&Johnson,18697369
European Union,2023-05-07,Moderna,152994241
European Union,2023-05-07,Novavax,308982
European Union,2023-05-07,Oxford/AstraZeneca,67164275
European Union,2023-05-07,Pfizer/BioNTech,667246413
European Union,2023-05-07,Sanofi/GSK,5192
European Union,2023-05-07,Sinopharm/Beijing,2320607
European Union,2023-05-07,Sinovac,10364
European Union,2023-05-07,Sputnik V,1845403
European Union,2023-05-07,Valneva,10174
European Union,2023-05-08,Covaxin,169
European Union,2023-05-08,Johnson&Johnson,18697369
European Union,2023-05-08,Moderna,152994310
European Union,2023-05-08,Novavax,308989
European Union,2023-05-08,Oxford/AstraZeneca,67164275
European Union,2023-05-08,Pfizer/BioNTech,667246788
European Union,2023-05-08,Sanofi/GSK,5192
European Union,2023-05-08,Sinopharm/Beijing,2320607
European Union,2023-05-08,Sinovac,10364
European Union,2023-05-08,Sputnik V,1845403
European Union,2023-05-08,Valneva,10174
European Union,2023-05-09,Covaxin,169
European Union,2023-05-09,Johnson&Johnson,18697370
European Union,2023-05-09,Moderna,152994479
European Union,2023-05-09,Novavax,309002
European Union,2023-05-09,Oxford/AstraZeneca,67164275
European Union,2023-05-09,Pfizer/BioNTech,667248066
European Union,2023-05-09,Sanofi/GSK,5196
European Union,2023-05-09,Sinopharm/Beijing,2320607
European Union,2023-05-09,Sinovac,10364
European Union,2023-05-09,Sputnik V,1845403
European Union,2023-05-09,Valneva,10174
European Union,2023-05-10,Covaxin,169
European Union,2023-05-10,Johnson&Johnson,18697371
European Union,2023-05-10,Moderna,152994642
European Union,2023-05-10,Novavax,309017
European Union,2023-05-10,Oxford/AstraZeneca,67164275
European Union,2023-05-10,Pfizer/BioNTech,667249369
European Union,2023-05-10,Sanofi/GSK,5218
European Union,2023-05-10,Sinopharm/Beijing,2320607
European Union,2023-05-10,Sinovac,10364
European Union,2023-05-10,Sputnik V,1845403
European Union,2023-05-10,Valneva,10174
European Union,2023-05-11,Covaxin,169
European Union,2023-05-11,Johnson&Johnson,18697372
European Union,2023-05-11,Moderna,152994784
European Union,2023-05-11,Novavax,309026
European Union,2023-05-11,Oxford/AstraZeneca,67164275
European Union,2023-05-11,Pfizer/BioNTech,667250840
European Union,2023-05-11,Sanofi/GSK,5221
European Union,2023-05-11,Sinopharm/Beijing,2320607
European Union,2023-05-11,Sinovac,10364
European Union,2023-05-11,Sputnik V,1845403
European Union,2023-05-11,Valneva,10174
European Union,2023-05-12,Covaxin,169
European Union,2023-05-12,Johnson&Johnson,18697529
European Union,2023-05-12,Moderna,153008671
European Union,2023-05-12,Novavax,309059
European Union,2023-05-12,Oxford/AstraZeneca,67164280
European Union,2023-05-12,Pfizer/BioNTech,667815376
European Union,2023-05-12,Sanofi/GSK,5237
European Union,2023-05-12,Sinopharm/Beijing,2320607
European Union,2023-05-12,Sinovac,10364
European Union,2023-05-12,Sputnik V,1845403
European Union,2023-05-12,Valneva,10177
European Union,2023-05-13,Covaxin,169
European Union,2023-05-13,Johnson&Johnson,18697529
European Union,2023-05-13,Moderna,153008713
European Union,2023-05-13,Novavax,309064
European Union,2023-05-13,Oxford/AstraZeneca,67164280
European Union,2023-05-13,Pfizer/BioNTech,667815885
European Union,2023-05-13,Sanofi/GSK,5238
European Union,2023-05-13,Sinopharm/Beijing,2320607
European Union,2023-05-13,Sinovac,10364
European Union,2023-05-13,Sputnik V,1845403
European Union,2023-05-13,Valneva,10177
European Union,2023-05-14,Covaxin,169
European Union,2023-05-14,Johnson&Johnson,18697529
European Union,2023-05-14,Moderna,153008713
European Union,2023-05-14,Novavax,309064
European Union,2023-05-14,Oxford/AstraZeneca,67164280
European Union,2023-05-14,Pfizer/BioNTech,667815946
European Union,2023-05-14,Sanofi/GSK,5238
European Union,2023-05-14,Sinopharm/Beijing,2320607
European Union,2023-05-14,Sinovac,10364
European Union,2023-05-14,Sputnik V,1845403
European Union,2023-05-14,Valneva,10177
European Union,2023-05-15,Covaxin,169
European Union,2023-05-15,Johnson&Johnson,18697529
European Union,2023-05-15,Moderna,153008861
European Union,2023-05-15,Novavax,309071
European Union,2023-05-15,Oxford/AstraZeneca,67164280
European Union,2023-05-15,Pfizer/BioNTech,667817084
European Union,2023-05-15,Sanofi/GSK,5239
European Union,2023-05-15,Sinopharm/Beijing,2320607
European Union,2023-05-15,Sinovac,10364
European Union,2023-05-15,Sputnik V,1845403
European Union,2023-05-15,Valneva,10177
European Union,2023-05-16,Covaxin,169
European Union,2023-05-16,Johnson&Johnson,18697529
European Union,2023-05-16,Moderna,153008999
European Union,2023-05-16,Novavax,309079
European Union,2023-05-16,Oxford/AstraZeneca,67164280
European Union,2023-05-16,Pfizer/BioNTech,667818682
European Union,2023-05-16,Sanofi/GSK,5241
European Union,2023-05-16,Sinopharm/Beijing,2320607
European Union,2023-05-16,Sinovac,10364
European Union,2023-05-16,Sputnik V,1845403
European Union,2023-05-16,Valneva,10177
European Union,2023-05-17,Covaxin,169
European Union,2023-05-17,Johnson&Johnson,18697530
European Union,2023-05-17,Moderna,153009121
European Union,2023-05-17,Novavax,309094
European Union,2023-05-17,Oxford/AstraZeneca,67164280
European Union,2023-05-17,Pfizer/BioNTech,667820000
European Union,2023-05-17,Sanofi/GSK,5242
European Union,2023-05-17,Sinopharm/Beijing,2320607
European Union,2023-05-17,Sinovac,10364
European Union,2023-05-17,Sputnik V,1845403
European Union,2023-05-17,Valneva,10177
European Union,2023-05-18,Covaxin,169
European Union,2023-05-18,Johnson&Johnson,18697533
European Union,2023-05-18,Moderna,153009178
European Union,2023-05-18,Novavax,309094
European Union,2023-05-18,Oxford/AstraZeneca,67164280
European Union,2023-05-18,Pfizer/BioNTech,667820407
European Union,2023-05-18,Sanofi/GSK,5243
European Union,2023-05-18,Sinopharm/Beijing,2320607
European Union,2023-05-18,Sinovac,10364
European Union,2023-05-18,Sputnik V,1845403
European Union,2023-05-18,Valneva,10177
European Union,2023-05-19,Covaxin,169
European Union,2023-05-19,Johnson&Johnson,18697665
European Union,2023-05-19,Moderna,153029566
European Union,2023-05-19,Novavax,309131
European Union,2023-05-19,Oxford/AstraZeneca,67164283
European Union,2023-05-19,Pfizer/BioNTech,667320109
European Union,2023-05-19,Sanofi/GSK,5261
European Union,2023-05-19,Sinopharm/Beijing,2320607
European Union,2023-05-19,Sinovac,10365
European Union,2023-05-19,Sputnik V,1845403
European Union,2023-05-19,Valneva,10178
European Union,2023-05-20,Covaxin,169
European Union,2023-05-20,Johnson&Johnson,18697665
European Union,2023-05-20,Moderna,153029596
European Union,2023-05-20,Novavax,309137
European Union,2023-05-20,Oxford/AstraZeneca,67164283
European Union,2023-05-20,Pfizer/BioNTech,667320513
European Union,2023-05-20,Sanofi/GSK,5264
European Union,2023-05-20,Sinopharm/Beijing,2320607
European Union,2023-05-20,Sinovac,10365
European Union,2023-05-20,Sputnik V,1845403
European Union,2023-05-20,Valneva,10178
European Union,2023-05-21,Covaxin,169
European Union,2023-05-21,Johnson&Johnson,18697665
European Union,2023-05-21,Moderna,153029601
European Union,2023-05-21,Novavax,309137
European Union,2023-05-21,Oxford/AstraZeneca,67164283
European Union,2023-05-21,Pfizer/BioNTech,667320553
European Union,2023-05-21,Sanofi/GSK,5264
European Union,2023-05-21,Sinopharm/Beijing,2320607
European Union,2023-05-21,Sinovac,10365
European Union,2023-05-21,Sputnik V,1845403
European Union,2023-05-21,Valneva,10178
European Union,2023-05-22,Covaxin,169
European Union,2023-05-22,Johnson&Johnson,18697665
European Union,2023-05-22,Moderna,153029722
European Union,2023-05-22,Novavax,309141
European Union,2023-05-22,Oxford/AstraZeneca,67164283
European Union,2023-05-22,Pfizer/BioNTech,667321576
European Union,2023-05-22,Sanofi/GSK,5269
European Union,2023-05-22,Sinopharm/Beijing,2320607
European Union,2023-05-22,Sinovac,10365
European Union,2023-05-22,Sputnik V,1845403
European Union,2023-05-22,Valneva,10178
European Union,2023-05-23,Covaxin,169
European Union,2023-05-23,Johnson&Johnson,18697665
European Union,2023-05-23,Moderna,153029858
European Union,2023-05-23,Novavax,309149
European Union,2023-05-23,Oxford/AstraZeneca,67164283
European Union,2023-05-23,Pfizer/BioNTech,667322764
European Union,2023-05-23,Sanofi/GSK,5274
European Union,2023-05-23,Sinopharm/Beijing,2320607
European Union,2023-05-23,Sinovac,10365
European Union,2023-05-23,Sputnik V,1845403
European Union,2023-05-23,Valneva,10178
European Union,2023-05-24,Covaxin,169
European Union,2023-05-24,Johnson&Johnson,18697665
European Union,2023-05-24,Moderna,153029983
European Union,2023-05-24,Novavax,309161
European Union,2023-05-24,Oxford/AstraZeneca,67164283
European Union,2023-05-24,Pfizer/BioNTech,667323859
European Union,2023-05-24,Sanofi/GSK,5279
European Union,2023-05-24,Sinopharm/Beijing,2320607
European Union,2023-05-24,Sinovac,10365
European Union,2023-05-24,Sputnik V,1845403
European Union,2023-05-24,Valneva,10178
European Union,2023-05-25,Covaxin,169
European Union,2023-05-25,Johnson&Johnson,18697669
European Union,2023-05-25,Moderna,153030070
European Union,2023-05-25,Novavax,309166
European Union,2023-05-25,Oxford/AstraZeneca,67164283
European Union,2023-05-25,Pfizer/BioNTech,667325086
European Union,2023-05-25,Sanofi/GSK,5284
European Union,2023-05-25,Sinopharm/Beijing,2320607
European Union,2023-05-25,Sinovac,10365
European Union,2023-05-25,Sputnik V,1845403
European Union,2023-05-25,Valneva,10178
European Union,2023-05-26,Covaxin,169
European Union,2023-05-26,Johnson&Johnson,18697792
European Union,2023-05-26,Moderna,153058487
European Union,2023-05-26,Novavax,309241
European Union,2023-05-26,Oxford/AstraZeneca,67164283
European Union,2023-05-26,Pfizer/BioNTech,667371670
European Union,2023-05-26,Sanofi/GSK,5304
European Union,2023-05-26,Sinopharm/Beijing,2320607
European Union,2023-05-26,Sinovac,10365
European Union,2023-05-26,Sputnik V,1845403
European Union,2023-05-26,Valneva,10182
European Union,2023-05-27,Covaxin,169
European Union,2023-05-27,Johnson&Johnson,18697792
European Union,2023-05-27,Moderna,153058527
European Union,2023-05-27,Novavax,309246
European Union,2023-05-27,Oxford/AstraZeneca,67164283
European Union,2023-05-27,Pfizer/BioNTech,667372074
European Union,2023-05-27,Sanofi/GSK,5305
European Union,2023-05-27,Sinopharm/Beijing,2320607
European Union,2023-05-27,Sinovac,10365
European Union,2023-05-27,Sputnik V,1845403
European Union,2023-05-27,Valneva,10182
European Union,2023-05-28,Covaxin,169
European Union,2023-05-28,Johnson&Johnson,18697792
European Union,2023-05-28,Moderna,153058527
European Union,2023-05-28,Novavax,309247
European Union,2023-05-28,Oxford/AstraZeneca,67164283
European Union,2023-05-28,Pfizer/BioNTech,667372098
European Union,2023-05-28,Sanofi/GSK,5306
European Union,2023-05-28,Sinopharm/Beijing,2320607
European Union,2023-05-28,Sinovac,10365
European Union,2023-05-28,Sputnik V,1845403
European Union,2023-05-28,Valneva,10182
European Union,2023-05-29,Covaxin,169
European Union,2023-05-29,Johnson&Johnson,18697792
European Union,2023-05-29,Moderna,153058596
European Union,2023-05-29,Novavax,309247
European Union,2023-05-29,Oxford/AstraZeneca,67164283
European Union,2023-05-29,Pfizer/BioNTech,667372332
European Union,2023-05-29,Sanofi/GSK,5308
European Union,2023-05-29,Sinopharm/Beijing,2320607
European Union,2023-05-29,Sinovac,10365
European Union,2023-05-29,Sputnik V,1845403
European Union,2023-05-29,Valneva,10182
European Union,2023-05-30,Covaxin,169
European Union,2023-05-30,Johnson&Johnson,18697792
European Union,2023-05-30,Moderna,153058720
European Union,2023-05-30,Novavax,309262
European Union,2023-05-30,Oxford/AstraZeneca,67164283
European Union,2023-05-30,Pfizer/BioNTech,667373582
European Union,2023-05-30,Sanofi/GSK,5313
European Union,2023-05-30,Sinopharm/Beijing,2320607
European Union,2023-05-30,Sinovac,10365
European Union,2023-05-30,Sputnik V,1845403
European Union,2023-05-30,Valneva,10182
European Union,2023-05-31,Covaxin,169
European Union,2023-05-31,Johnson&Johnson,18697792
European Union,2023-05-31,Moderna,153058824
European Union,2023-05-31,Novavax,309268
European Union,2023-05-31,Oxford/AstraZeneca,67164283
European Union,2023-05-31,Pfizer/BioNTech,667374732
European Union,2023-05-31,Sanofi/GSK,5319
European Union,2023-05-31,Sinopharm/Beijing,2320607
European Union,2023-05-31,Sinovac,10365
European Union,2023-05-31,Sputnik V,1845403
European Union,2023-05-31,Valneva,10182
European Union,2023-06-01,Covaxin,169
European Union,2023-06-01,Johnson&Johnson,18697794
European Union,2023-06-01,Moderna,153058899
European Union,2023-06-01,Novavax,309273
European Union,2023-06-01,Oxford/AstraZeneca,67164283
European Union,2023-06-01,Pfizer/BioNTech,667375837
European Union,2023-06-01,Sanofi/GSK,5323
European Union,2023-06-01,Sinopharm/Beijing,2320607
European Union,2023-06-01,Sinovac,10365
European Union,2023-06-01,Sputnik V,1845403
European Union,2023-06-01,Valneva,10182
European Union,2023-06-02,Covaxin,169
European Union,2023-06-02,Johnson&Johnson,18697899
European Union,2023-06-02,Moderna,156781650
European Union,2023-06-02,Novavax,309310
European Union,2023-06-02,Oxford/AstraZeneca,67164283
European Union,2023-06-02,Pfizer/BioNTech,666336361
European Union,2023-06-02,Sanofi/GSK,5329
European Union,2023-06-02,Sinopharm/Beijing,2320607
European Union,2023-06-02,Sinovac,10365
European Union,2023-06-02,Sputnik V,1845403
European Union,2023-06-02,Valneva,10187
European Union,2023-06-03,Covaxin,169
European Union,2023-06-03,Johnson&Johnson,18697899
European Union,2023-06-03,Moderna,156781681
European Union,2023-06-03,Novavax,309311
European Union,2023-06-03,Oxford/AstraZeneca,67164283
European Union,2023-06-03,Pfizer/BioNTech,666336689
European Union,2023-06-03,Sanofi/GSK,5330
European Union,2023-06-03,Sinopharm/Beijing,2320607
European Union,2023-06-03,Sinovac,10365
European Union,2023-06-03,Sputnik V,1845403
European Union,2023-06-03,Valneva,10187
European Union,2023-06-04,Covaxin,169
European Union,2023-06-04,Johnson&Johnson,18697899
European Union,2023-06-04,Moderna,156781684
European Union,2023-06-04,Novavax,309311
European Union,2023-06-04,Oxford/AstraZeneca,67164283
European Union,2023-06-04,Pfizer/BioNTech,666336725
European Union,2023-06-04,Sanofi/GSK,5330
European Union,2023-06-04,Sinopharm/Beijing,2320607
European Union,2023-06-04,Sinovac,10365
European Union,2023-06-04,Sputnik V,1845403
European Union,2023-06-04,Valneva,10187
European Union,2023-06-05,Covaxin,169
European Union,2023-06-05,Johnson&Johnson,18697899
European Union,2023-06-05,Moderna,156781765
European Union,2023-06-05,Novavax,309318
European Union,2023-06-05,Oxford/AstraZeneca,67164283
European Union,2023-06-05,Pfizer/BioNTech,666337806
European Union,2023-06-05,Sanofi/GSK,5332
European Union,2023-06-05,Sinopharm/Beijing,2320607
European Union,2023-06-05,Sinovac,10365
European Union,2023-06-05,Sputnik V,1845403
European Union,2023-06-05,Valneva,10187
European Union,2023-06-06,Covaxin,169
European Union,2023-06-06,Johnson&Johnson,18697900
European Union,2023-06-06,Moderna,156781860
European Union,2023-06-06,Novavax,309324
European Union,2023-06-06,Oxford/AstraZeneca,67164283
European Union,2023-06-06,Pfizer/BioNTech,666339196
European Union,2023-06-06,Sanofi/GSK,5343
European Union,2023-06-06,Sinopharm/Beijing,2320607
European Union,2023-06-06,Sinovac,10365
European Union,2023-06-06,Sputnik V,1845403
European Union,2023-06-06,Valneva,10187
European Union,2023-06-07,Covaxin,169
European Union,2023-06-07,Johnson&Johnson,18697900
European Union,2023-06-07,Moderna,156781927
European Union,2023-06-07,Novavax,309326
European Union,2023-06-07,Oxford/AstraZeneca,67164283
European Union,2023-06-07,Pfizer/BioNTech,666340262
European Union,2023-06-07,Sanofi/GSK,5343
European Union,2023-06-07,Sinopharm/Beijing,2320607
European Union,2023-06-07,Sinovac,10365
European Union,2023-06-07,Sputnik V,1845403
European Union,2023-06-07,Valneva,10187
European Union,2023-06-08,Covaxin,169
European Union,2023-06-08,Johnson&Johnson,18697902
European Union,2023-06-08,Moderna,156782008
European Union,2023-06-08,Novavax,309328
European Union,2023-06-08,Oxford/AstraZeneca,67164283
European Union,2023-06-08,Pfizer/BioNTech,666341507
European Union,2023-06-08,Sanofi/GSK,5351
European Union,2023-06-08,Sinopharm/Beijing,2320607
European Union,2023-06-08,Sinovac,10365
European Union,2023-06-08,Sputnik V,1845403
European Union,2023-06-08,Valneva,10187
European Union,2023-06-09,Covaxin,169
European Union,2023-06-09,Johnson&Johnson,18697976
European Union,2023-06-09,Moderna,157027902
European Union,2023-06-09,Novavax,309344
European Union,2023-06-09,Oxford/AstraZeneca,67164284
European Union,2023-06-09,Pfizer/BioNTech,665215927
European Union,2023-06-09,Sanofi/GSK,5366
European Union,2023-06-09,Sinopharm/Beijing,2320607
European Union,2023-06-09,Sinovac,10365
European Union,2023-06-09,Sputnik V,1845403
European Union,2023-06-09,Valneva,10190
European Union,2023-06-10,Covaxin,169
European Union,2023-06-10,Johnson&Johnson,18697976
European Union,2023-06-10,Moderna,157027927
European Union,2023-06-10,Novavax,309349
European Union,2023-06-10,Oxford/AstraZeneca,67164284
European Union,2023-06-10,Pfizer/BioNTech,665216244
